pl_name,hostname,pl_letter,discoverymethod,disc_year,disc_facility,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,st_rotp,st_rotperr1,st_rotperr2,pl_orbper_reflink,pl_orbsmax_reflink,pl_rade_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmasse_reflink,pl_insol_reflink,pl_eqt_reflink,pl_imppar_reflink,pl_trandur_reflink,pl_ratdor_reflink,pl_ratror_reflink,TSM,transSignal,manual_add
TRAPPIST-1 c,TRAPPIST-1,c,Transit,2016,La Silla Observatory,1,2.421937,1.8e-05,-1.8e-05,0,0.0158,0.00013,-0.00013,0.0,1.097,0.014,-0.012,0,Mass,0.00654,0.00188,-0.00188,0.0,2.21,0.09,-0.09,0.0,89.778,0.118,-0.118,0.0,0.109,0.059,-0.061,0.0,0.7005,0.0022,-0.0022,0.0,28.549,0.129,-0.212,0.0,0.0844,0.00038,-0.00038,0.0,339.7,3.3,-3.3,2566.0,26.0,-26.0,0.0,0.12,0.0,-0.0,0,0.09,0.0,-0.0,0,5.24,0.01,-0.01,0.0,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,0.0187066,-0.0187066,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,1.4,0.05,-0.05,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,1.308,0.056,-0.056,0.0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=DUCROT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A.112D/abstract target=ref>Ducrot et al. 2020</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,24.24927699787624,0.0001489209589253668,0.0
K2-126 b,K2-126,b,Transit,2017,K2,1,7.385655,0.000501,-0.000509,0,0.0656,0.0004,-0.0004,0.0,1.97,0.12,-0.12,0,M-R relationship,0.06,0.142277,-0.049906,0.0,35.3,6.6,-5.9,0.0,89.4,0.41,-0.49,0.0,0.4,0.29,-0.27,0.0,2.5872,0.0672,-0.0888,0.0,20.29,1.73,-4.1,0.0,0.0279,0.0022,-0.0011,0.0,601.0,13.0,-13.0,4339.0,92.0,-92.0,0.0,0.65,0.01,-0.01,0,0.69,0.01,-0.01,0,4.66,0.01,-0.01,0.0,13h34m11.21s,203.5467021,-13d34m37.09s,-13.5769705,102.953,0.777,-0.766,12.759,0.069,-0.069,10.508,0.023,-0.023,9.917,0.025,-0.025,9.712,0.021,-0.021,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,4.54,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,23.8869735940308,0.00011657741507507702,0.0
K2-117 c,K2-117,c,Transit,2017,K2,1,5.444017,0.000462,-0.000455,0,0.0492,0.0003,-0.0003,0.0,2.06,0.12,-0.12,0,M-R relationship,0.15,0.178886,-0.115822,0.0,21.4,3.2,-2.8,0.0,89.49,0.36,-0.48,0.0,0.4,0.32,-0.28,0.0,2.1096,0.0576,-0.0768,0.0,18.52,2.17,-4.33,0.0,0.0368,0.0024,-0.0019,0.0,537.0,9.0,-9.0,3778.0,53.0,-53.0,0.0,0.51,0.01,-0.01,0,0.54,0.01,-0.01,0,4.75,0.01,-0.01,0.0,08h55m25.38s,133.8557342,+10d28m09.18s,10.4692176,101.632,0.374,-0.372,14.639,0.149,-0.149,11.447,0.023,-0.023,10.801,0.029,-0.029,10.589,0.025,-0.025,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,4.9,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,23.83472029148827,0.00017557482038912508,0.0
K2-163 b,K2-163,b,Transit,2018,K2,1,6.673117,0.000316,-0.000303,0,0.0651937624666351,,,,2.466,0.257,-0.124,0,M-R relationship,,,,,,,,,88.253,1.28,-2.188,0.0,,,,,,,,,15.663288,2.063375,-4.353762,0.0,0.02966,0.00301,-0.0014,0.0,882.0773343871218,,,4937.0,50.0,-50.0,0.0,0.76,0.02,-0.01,0,0.83,0.02,-0.02,0,4.71,0.1,-0.1,0.0,12h09m19.02s,182.3292517,-00d32m21.63s,-0.5393421,208.529,4.248,-4.084,13.078,0.503,-0.503,11.31,0.024,-0.024,10.765,0.024,-0.024,10.627,0.024,-0.024,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,Calculated,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6.65,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,Calculated,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,23.7360033576624,0.00016525003208339855,0.0
K2-62 b,K2-62,b,Transit,2016,K2,1,6.67202,0.00028,-0.00028,0,0.0636,0.0014,-0.0014,0.0,2.14,0.21,-0.21,0,M-R relationship,,,,,66.0,15.0,-15.0,0.0,89.1,0.644,-1.201,0.0,0.35,,,0.0,1.41,0.14,-0.14,0.0,29.874248,3.767019,-8.567558,0.0,0.0271,0.0017,-0.0017,0.0,631.329863721699,,,4880.0,216.0,-216.0,0.0,0.73,0.05,-0.05,0,0.77,0.05,-0.05,0,4.6,0.04,-0.04,0.0,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776,112.467,0.491,-0.487,12.391,0.08,-0.08,10.374,0.023,-0.023,9.811,0.025,-0.025,9.688,0.023,-0.023,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,5.22,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,Calculated,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,23.59130552700533,0.00010915895130040187,0.0
K2-90 b,K2-90,b,Transit,2016,K2,1,13.733314,8.3e-05,-9.9e-05,0,0.096,0.001,-0.001,0.0,2.6,0.1,-0.1,0,M-R relationship,0.07,0.133697,-0.061103,0.0,10.2,1.7,-1.4,0.0,89.24,0.09,-0.09,0.0,0.44,0.05,-0.05,0.0,2.952,0.072,-0.072,0.0,33.4,0.3,-0.3,0.0,0.038,0.001,-0.001,0.0,502.0,8.0,-8.0,4484.0,58.0,-50.0,0.0,0.62,0.01,-0.01,0,0.63,0.02,-0.02,0,4.65,0.02,-0.01,0.0,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517,134.188,0.421,-0.419,13.707,0.103,-0.103,11.168,0.023,-0.023,10.495,0.027,-0.027,10.36,0.02,-0.02,,,,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,7.27,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,23.231460645739457,0.00014887816831188146,0.0
Kepler-138 c,Kepler-138,c,Transit,2014,Kepler,1,13.7815,7e-05,-9e-05,0,0.0913,0.0007,-0.0007,0.0,1.51,0.04,-0.04,0,Mass,0.017,0.008,-0.007,0.0,6.8,0.5,-0.5,0.0,89.02,0.07,-0.07,0.0,0.6,0.03,-0.03,0.0,2.263,0.0205,-0.0205,0.0,37.0,1.0,-1.0,0.0,0.02433,0.00044,-0.00025,0.0,410.0,8.0,-8.0,3841.0,50.0,-51.0,0.0,0.54,0.01,-0.01,0,0.54,0.01,-0.01,0,4.71,0.03,-0.03,0.0,19h21m31.54s,290.3814122,+43d17m35.03s,43.2930645,66.8624,0.107,-0.107,13.04,0.092,-0.092,10.293,0.022,-0.022,9.68,0.018,-0.018,9.506,0.011,-0.011,,,,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,2.3,0.6,-0.5,0.0,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=PIAULET_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp..269P/abstract target=ref>Piaulet et al. 2022</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,23.172339782398552,9.150363677764138e-05,0.0
K2-179 b,K2-179,b,Transit,2018,K2,1,5.172191,0.000201,-0.000202,0,0.05478756465100916,,,,2.513,0.164,-0.121,0,M-R relationship,,,,,,,,,88.755,0.883,-1.588,0.0,,,,,1.7664,0.0624,-0.072,0.0,20.135239,2.299436,-5.05973,0.0,0.02999,0.00177,-0.00126,0.0,790.273729165102,,,5015.0,50.0,-50.0,0.0,0.77,0.02,-0.02,0,0.82,0.02,-0.03,0,4.63,0.1,-0.1,0.0,03h55m11.23s,58.7967878,+23d45m24.31s,23.7567524,190.81,2.126,-2.08,12.939,0.103,-0.103,11.138,0.023,-0.023,10.633,0.025,-0.025,10.555,0.019,-0.019,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,Calculated,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6.86,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,Calculated,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,23.00488093742962,0.00014952713732408458,0.0
TOI-1246 c,TOI-1246,c,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,5.904144,8.3e-05,-8.3e-05,0,0.061,0.002,-0.002,0.0,2.51,0.08,-0.08,0,Mass,,,,,129.0,,,0.0,89.3,0.5,-0.5,0.0,0.2,0.15,-0.15,0.0,2.7678313,0.2496069,-0.2496069,0.0,16.6,0.6,-0.6,0.0,0.026,0.001,-0.001,0.0,860.0,,,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,4.4,0.1,-0.1,0.0,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,10.294,,,10.003,0.035,-0.035,9.907,0.036,-0.036,38.0,7.0,-14.0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,8.8,1.2,-1.2,0.0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,22.993791349696306,9.522639992251704e-05,0.0
K2-285 d,K2-285,d,Transit,2018,K2,1,10.45582,0.00025,-0.00023,0,0.1178,0.0029,-0.0029,0.0,2.48,0.06,-0.06,0,Calculated,0.0,,,0.0,24.61,2.07,-1.93,0.0,89.643,0.005,-0.005,0.0,0.2,0.04,-0.05,0.0,2.504,0.035,-0.033,0.0,32.2,0.45,-0.45,0.0,0.0289,0.00032,-0.00029,0.0,619.9,12.7,-12.5,4975.0,95.0,-95.0,0.0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,4.4,0.1,-0.1,0.0,23h17m32.24s,349.3843458,+01d18m00.55s,1.3001522,154.961,1.161,-1.144,12.075,0.114,-0.114,10.477,0.022,-0.022,10.069,0.026,-0.026,9.971,0.022,-0.022,,,,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,6.710968962441802,,,1.0,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,22.83535728971537,0.00010987653159603958,0.0
K2-131 b,K2-131,b,Transit,2017,K2,1,0.3693038,9.1e-06,-9.1e-06,0,0.00936,0.00014,-0.00014,0.0,1.69,0.085,-0.058,0,Mass,0.0,,,0.0,4070.0,280.0,-280.0,0.0,85.0,9.0,-10.0,0.0,0.4,0.27,-0.26,0.0,1.0116907,0.2806924,-0.2806924,0.0,3.0,0.2,-0.2,0.0,0.0172,0.00041,-0.00027,0.0,2223.0,37.0,-37.0,5120.0,71.0,-71.0,0.0,0.76,0.01,-0.01,0,0.8,0.03,-0.03,0,4.61,0.01,-0.01,0.0,12h11m00.34s,182.751404,-09d45m54.86s,-9.7652392,152.509,1.079,-1.063,12.129,0.092,-0.092,10.57,0.026,-0.026,10.122,0.022,-0.022,10.051,0.026,-0.026,9.19,0.07,-0.07,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,7.9,1.3,-1.3,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,22.788505567768336,8.07936333766732e-05,0.0
