index,designation,ra,dec,phot_g_mean_mag,phot_rp_mean_mag,phot_bp_mean_mag,ruwe,teff_gspphot
1416,Gaia DR3 6906901015104644352,311.03897556743243,-7.5858716248562414,9.054125,8.566887,9.371362,0.8476673,5713.9453
1417,Gaia DR3 3018353451984291328,90.34704702984844,-7.11901514062154,9.018044,8.326393,9.551454,1.0430266,5060.471
1418,Gaia DR3 6333929666030793344,226.09796557813942,-6.104913536515856,9.20231,8.663543,9.572293,1.0831406,5457.95
1419,Gaia DR3 2430914385314328320,3.6690560221201816,-7.681826759805042,9.028177,8.632434,9.261591,1.2218952,6302.3896
1420,Gaia DR3 5744680768862271872,140.06883396363196,-8.375817383798418,9.020941,8.525696,9.344393,0.83823985,5831.2334
1421,Gaia DR3 4156754359369120384,278.16419173104305,-7.996013281669258,9.053522,8.518229,9.403866,1.2688882,6813.1177
1422,Gaia DR3 3243084385931570304,55.88530218397252,-8.063152116990222,9.031025,8.634495,9.265499,0.997917,6432.738
1423,Gaia DR3 3675748980329691136,193.47108020452876,-7.060137838454229,9.063382,8.402496,9.561158,0.91879493,5028.025
1424,Gaia DR3 2615778329013323776,332.54694768379017,-9.763347502991719,9.1001835,8.673012,9.360678,1.2056376,6072.862
1425,Gaia DR3 3052138180137424512,107.22172888822243,-6.944740891423114,9.058349,8.40975,9.541841,1.170978,5013.29
1426,Gaia DR3 4351936498128674432,245.89198974165888,-7.10529123888505,9.167233,8.562019,9.603595,0.89837515,5059.4824
1427,Gaia DR3 2479315295190132224,25.065352180142227,-6.628809259876699,9.021795,8.560908,9.30929,0.9574141,5943.746
1428,Gaia DR3 3761750301657310080,159.1783776337493,-9.831207416321478,9.044009,8.43022,9.485793,1.0029684,5041.563
1429,Gaia DR3 4195759603073717376,298.9022748004921,-7.790538965690267,9.056255,8.333896,9.6278925,0.964248,5055.179
1430,Gaia DR3 3183058399743590912,74.547214084628,-9.675867103282565,9.050217,8.67063,9.271678,0.9246541,6525.9946
1431,Gaia DR3 3640168612256210944,212.4193817187149,-7.37971870156678,9.177911,8.560801,9.626101,0.95973283,5698.267
1432,Gaia DR3 2437095770965992576,352.714315397158,-10.155791888728942,9.124307,8.802328,9.304063,1.2027967,6756.176
1433,Gaia DR3 5753860419644490880,128.83415055448657,-7.844570834099078,9.004996,8.497035,9.339436,1.2370589,5883.567
1434,Gaia DR3 4168667361693180928,265.55956991702755,-8.07149505472422,9.158534,8.688215,9.456786,1.0096412,6927.053
1435,Gaia DR3 5179213139971643392,44.790594916345924,-9.122427365014776,9.11357,8.437694,9.628649,1.018538,5059.3936
1436,Gaia DR3 3594640412731167616,182.56369569203338,-7.053111500916999,9.0420885,8.614559,9.29952,0.88016087,6090.095
1437,Gaia DR3 6897341379975681536,320.2197327192096,-9.042394037122953,9.170318,8.67722,9.4892235,0.9034875,5749.2363
1438,Gaia DR3 3006554523988292864,94.97870165846516,-8.059576189033034,9.118978,8.747544,9.337598,0.897664,6463.0347
1439,Gaia DR3 6317343258250328960,235.0401142786265,-8.945970911090967,9.005399,8.41905,9.420877,1.0491384,5124.9414
1440,Gaia DR3 2473902884779147008,11.765560344739454,-9.945107764554754,9.095603,8.67872,9.349227,0.9049858,6137.6045
1441,Gaia DR3 3771183806481625216,147.84313323235733,-8.566619190193135,9.046346,8.675064,9.261954,1.0671887,6518.583
1442,Gaia DR3 4204667846320673920,286.93517643902624,-7.340531304565342,9.012275,8.517464,9.332793,0.9214927,5801.872
1443,Gaia DR3 3195755255080283008,61.96059198636436,-7.940262414289469,9.001579,8.618746,9.224995,0.9271373,6514.6904
1444,Gaia DR3 3623690128411455488,199.90316477613317,-9.791538193753254,9.13256,8.778858,9.334633,0.9659179,6584.491
1445,Gaia DR3 2621283141352425216,338.7978088227409,-8.39916879966856,9.046974,8.653637,9.27837,0.87193906,6524.5405
1446,Gaia DR3 3042078164137733376,115.66468546366295,-7.943484546701665,9.065488,8.543446,9.415751,1.3478651,5681.6055
1447,Gaia DR3 4337540321806104192,251.88862627305264,-10.522193211702367,9.13424,8.608497,9.476851,0.9874165,6755.438
1448,Gaia DR3 2462803967731187584,29.965063452776125,-9.138001067131912,9.0936165,8.791116,9.259064,1.0422262,6909.613
1449,Gaia DR3 3783575543045023872,168.4947592519433,-7.4236858764704134,9.099183,8.45009,9.579386,0.96111965,5120.082
1450,Gaia DR3 6904317025342698880,306.01914272948613,-11.004379726928931,9.089275,8.621746,9.384175,1.0405728,5858.62
1451,Gaia DR3 3010491497169908224,83.92922591380842,-10.562588717300152,9.078039,8.623369,9.361925,1.0306988,5913.864
1452,Gaia DR3 6330662329789623040,220.0527730856884,-7.5140178219524865,9.004824,8.409303,9.429282,0.99451613,5228.233
1453,Gaia DR3 2435256391092688896,358.18979792251434,-9.145346874556784,9.002737,8.553821,9.282383,1.1556764,5930.0605
1454,Gaia DR3 5743840398381478528,138.1829641861401,-8.932540861887986,9.085158,8.657781,9.346381,1.0135161,6084.695
1455,Gaia DR3 4154367143521728512,274.6289756862814,-10.858959051104938,9.027852,8.488506,9.370565,0.8445836,6017.6255
1456,Gaia DR3 5167933696858878336,50.76897809206175,-9.10883629286664,9.124445,8.642964,9.434324,1.1762444,5720.4043
1457,Gaia DR3 3530193054064616704,189.57537837893054,-11.524760127556984,9.03739,8.54511,9.358881,0.926824,5688.356
1458,Gaia DR3 6892942337032102784,324.54689311781226,-10.893851154350548,9.011608,8.557897,9.277208,1.0193524,5999.8853
1459,Gaia DR3 3049989700055860864,105.6888375152926,-8.801535694659476,9.028913,8.63186,9.267008,1.2186934,6280.871
1460,Gaia DR3 4345403406194939264,243.22863244308132,-8.601298791258094,9.268921,8.732405,9.6234665,0.90735376,5952.821
1461,Gaia DR3 2470735535376954624,19.210451489217377,-10.26714907263281,9.060889,8.667586,9.294718,0.81406885,6343.265
1462,Gaia DR3 3768147951798324096,155.79046814730094,-9.684121032153584,9.075243,8.576102,9.410538,0.9710635,5733.219
1463,Gaia DR3 4194453314544268416,294.0194744742755,-9.083860507484784,9.005634,8.597784,9.248366,1.0312747,6607.561
1464,Gaia DR3 3181741876304039552,72.54557108064415,-10.265793685309262,9.044428,8.353723,9.579919,1.1060331,5011.001
1465,Gaia DR3 3616118856982720768,210.4513212443704,-8.743034039651167,9.022525,8.369108,9.510702,1.1394234,5071.643
1466,Gaia DR3 2413773239555261952,347.8698598016392,-10.50972884424877,9.046664,8.706804,9.239531,0.9558529,6682.4165
1467,Gaia DR3 5727704309331737984,123.02605537590406,-11.870321183932544,9.048005,8.427435,9.501591,1.1272178,5132.16
1468,Gaia DR3 4166222253989795968,260.7119697712017,-10.671702618794619,9.088223,8.241711,9.8163595,1.3314754,5116.418
1469,Gaia DR3 5171490032859186432,38.265751508438214,-12.023233215280325,9.189198,8.69076,9.51487,0.9087991,5714.036
1470,Gaia DR3 3587571996074351616,177.12085129869445,-10.30278092766889,9.089824,8.661028,9.353121,0.91949356,6078.959
1471,Gaia DR3 6889841508084452096,314.00363829667907,-11.596540333920995,9.031049,8.606227,9.290462,0.92623156,6106.845
1472,Gaia DR3 2998985722163777280,90.90393756761848,-11.165203455400182,9.068999,8.245629,9.782238,1.2199062,5009.7603
1473,Gaia DR3 6319133744214439296,229.20228988865847,-10.506429782601543,9.006473,8.548843,9.290966,1.0059853,6145.6865
1474,Gaia DR3 2425174213062689024,5.49005754677603,-9.904467004139509,9.064602,8.685701,9.285502,0.96924764,6407.411
1475,Gaia DR3 5740037084581578880,144.15025021127602,-10.80143232608847,9.002129,8.332346,9.50383,0.9779335,5228.239
1476,Gaia DR3 4251555110989063936,282.1528200595598,-8.603443492928452,9.005941,8.317789,9.527755,0.78520703,5651.2104
1477,Gaia DR3 3189919631475140992,60.77590190078515,-11.822495987782172,9.03806,8.346026,9.569163,0.99312234,5477.719
1478,Gaia DR3 3622736022900584704,197.8223615538408,-11.10593667110961,9.042491,8.63752,9.284469,1.1442169,6194.5205
1479,Gaia DR3 2615778329013323776,332.54694768379017,-9.763347502991719,9.1001835,8.673012,9.360678,1.2056376,6072.862
1480,Gaia DR3 3047442956251843328,111.94766724485896,-9.666979677160734,9.010343,8.613172,9.249791,1.0147828,6448.2065
1481,Gaia DR3 4331545990570377856,247.16960880475236,-11.844323712118461,9.298117,8.469415,10.019166,1.0174104,5058.3745
1482,Gaia DR3 2463858571180401024,24.662819943736274,-10.68814628186413,9.015455,8.585167,9.242918,1.3010949,6224.399
1483,Gaia DR3 3757926857347011584,163.33068845978096,-10.75351210365723,9.001727,8.589366,9.250014,1.0775568,6257.8975
1484,Gaia DR3 6881381762539490176,303.46583683767847,-10.544828082627037,9.169859,8.460019,9.728424,0.89711505,5010.1455
1485,Gaia DR3 2988690616835127680,78.56836883859361,-12.286857569101857,9.197091,8.781496,9.445481,0.9998114,6201.0566
1486,Gaia DR3 6324736271353695104,218.08295596382524,-11.010866532366302,9.072025,8.624345,9.347387,1.0354218,6066.9004
1487,Gaia DR3 2437081889631649664,352.56003766395264,-10.45129156555451,9.01711,8.618222,9.250793,1.3922582,6336.7944
1488,Gaia DR3 5735251077968966272,132.27124398528204,-12.64901410418497,9.086482,8.480189,9.523287,0.90713716,5131.8984
1489,Gaia DR3 4149965115611012096,267.5679097630367,-12.794167325985493,9.263917,8.340919,10.149458,0.89377433,5020.269
1490,Gaia DR3 5160882734948420096,44.73236263574786,-10.949154530787277,9.01351,8.547713,9.311071,1.1165144,5825.4517
1491,Gaia DR3 3577641103971603072,185.0409499793988,-11.386781908718536,9.167085,8.816117,9.366987,0.97524244,6656.49
1492,Gaia DR3 6891794412532861312,319.8792836380583,-12.351845850578563,9.022397,8.507499,9.363576,0.9087792,5689.3555
1493,Gaia DR3 2953375991278675712,99.80738052560478,-12.064955100617112,9.041244,8.357067,9.562987,1.0180548,5346.758
1494,Gaia DR3 6268749551588494848,235.50018972798995,-11.14109443529736,9.098435,8.621294,9.405193,1.0966629,5790.576
1495,Gaia DR3 2376452756892238080,13.060734715479597,-11.869782185291289,9.060738,8.678742,9.285732,0.9975713,6384.395
1496,Gaia DR3 3766808158224258176,151.7770007675013,-11.313704542144327,9.017097,8.495317,9.371589,1.0931344,5540.7056
1497,Gaia DR3 4200549827346875008,290.01368305909057,-9.481407930908231,9.074795,8.353304,9.642964,1.0746893,5013.576
1498,Gaia DR3 3185473206453881472,68.07123617668651,-9.922518688028841,9.013411,8.617314,9.251295,1.0040635,6303.4414
1499,Gaia DR3 3610161702983543808,202.17916474119735,-12.383488734941755,9.001301,8.313511,9.530383,0.9048892,5031.3604
1500,Gaia DR3 2605208448858041728,343.25160700884305,-10.430809264059809,9.0916605,8.695358,9.324974,0.91912746,6372.85
1501,Gaia DR3 3039116526487333760,118.74215063512125,-9.768488114843697,9.005502,8.528889,9.306244,1.3034867,5738.9814
1502,Gaia DR3 4141389813936449664,258.4776757065524,-13.294268963674263,9.1429,8.721134,9.395367,0.9198625,6124.054
1503,Gaia DR3 5150408237426241536,33.79203034893464,-12.362190923055195,9.101322,8.707614,9.332102,1.0403601,6322.7837
1504,Gaia DR3 3565297539761752192,170.22884355735846,-12.169135482422059,9.17657,8.712699,9.472578,0.9031721,5879.9985
1505,Gaia DR3 6901208186276069120,309.27227283976873,-11.908607586497904,9.020935,8.617228,9.261161,1.0494672,6229.5337
1506,Gaia DR3 2996964957230218368,86.19886469618598,-13.068162278279097,9.050592,8.65872,9.281973,1.0153217,6321.8916
1507,Gaia DR3 6313201187491421696,224.2598241373147,-11.507192297590462,9.041883,8.594872,9.314953,1.163358,6010.9624
1508,Gaia DR3 2420820593694180992,0.08363685255813472,-13.393514167248613,9.000287,8.566884,9.266669,1.0537337,6051.2534
1509,Gaia DR3 5732923622307136128,137.3198069561041,-12.827418515281616,9.066677,8.621999,9.33903,0.89965355,5988.2856
1510,Gaia DR3 4154247743431595392,276.03471680068424,-10.686673068479436,9.130163,8.225466,9.973922,0.9487868,5011.782
1511,Gaia DR3 5113737527479548800,53.66604411319979,-12.782113931941712,9.051878,8.615745,9.313283,1.0977062,6059.6006
1512,Gaia DR3 3626531468320820352,192.64363814581742,-10.571770160518765,9.044604,8.667961,9.264445,1.0205618,6580.834
1513,Gaia DR3 2614092369666530944,331.16550299689317,-10.884623245086262,9.002921,8.629437,9.21704,0.9464523,6483.034
1514,Gaia DR3 3046495005423775104,105.68339311998533,-10.822580522848673,9.039052,8.603016,9.309952,1.0487863,6015.9736
1515,Gaia DR3 4329548658979148672,243.53921357201074,-13.995929109085145,9.047401,8.555043,9.369521,1.2215905,5679.2573
1516,Gaia DR3 2456987757379368064,23.143395450819426,-12.852693670616276,9.051681,8.646645,9.29435,1.0601606,6244.836
1517,Gaia DR3 3751218084070572672,159.65866455893493,-13.761037055903113,9.185621,8.598958,9.597983,1.0694376,5123.47
1518,Gaia DR3 4193020582169053056,296.10352645195036,-11.028504833497044,9.044495,8.5983095,9.257669,1.0105687,6138.73
1519,Gaia DR3 3180505922155539584,73.86205551830112,-11.720643873718213,9.054704,8.6458,9.2989,1.0001285,6200.0015
1520,Gaia DR3 6301505102487011072,211.46578279296483,-14.242826543270608,9.243186,8.839195,9.483078,1.0459023,6365.885
1521,Gaia DR3 2412278590936219392,350.6339236623514,-12.795484810701273,9.084809,8.683657,9.324101,0.9676115,6264.3525
1522,Gaia DR3 5727356756279962624,125.74933562924532,-11.499871454703895,9.048297,8.518319,9.23647,0.8834761,6113.5605
1523,Gaia DR3 4163202788910080768,265.7288947620131,-10.795289935468096,9.05089,8.541187,9.387006,0.9159013,5736.758
1524,Gaia DR3 5170826615030772096,40.56618017270012,-12.2363919673326,9.002036,8.556252,9.278992,0.99752134,5968.482
1525,Gaia DR3 3574898337857526272,179.08017546762778,-12.267220780414092,9.003435,8.618372,9.230916,1.0225766,6389.9316
1526,Gaia DR3 6888991310717462784,316.9699530634954,-12.1853087505026,9.028554,8.619147,9.276317,1.1251218,6214.9683
1527,Gaia DR3 3000597954104298368,93.94098469745664,-12.724518298190327,9.032674,8.664445,9.247949,0.88056636,6495.2603
1528,Gaia DR3 6314953263566580224,231.73443230645523,-11.975942285510042,9.094766,8.637434,9.3724375,0.9104688,6127.6997
1529,Gaia DR3 2374750575453157632,7.500170054826301,-14.423653354649776,9.002666,8.611223,9.232342,1.0106187,6313.173
1530,Gaia DR3 5690384101543965440,146.09253934995135,-13.823267809122473,9.074852,8.45747,9.5262,1.0033952,5009.8564
1531,Gaia DR3 4198680485783425024,286.29427667472845,-11.979180934375186,9.152359,8.168725,10.158535,0.8560006,5101.7573
1532,Gaia DR3 3189033459461435008,62.19116502036699,-12.58474515126972,9.023645,8.603386,9.176265,0.9833416,6485.3267
1533,Gaia DR3 3607926086606734336,199.8090158617415,-14.741807964464492,9.134108,8.781227,9.333834,0.9355788,6821.1904
1534,Gaia DR3 2599491778667090816,335.03577177871153,-14.775115405013535,9.035199,8.591364,9.288418,1.045634,6134.57
1535,Gaia DR3 3030722476768209664,114.53127702437538,-13.310850302110667,9.016558,8.65707,9.225895,0.99994683,6546.958
1536,Gaia DR3 4326688451280290432,250.94755723202397,-14.041601889881191,9.000124,8.562716,9.269113,1.0966784,6007.281
1537,Gaia DR3 2459197157275109760,28.42040656650591,-13.250753730836742,9.073632,8.566816,9.408006,0.92188466,5753.0
1538,Gaia DR3 3566055927906813440,167.13278051055866,-11.995329273808967,9.025647,8.712439,9.198493,0.9196349,6834.0806
1539,Gaia DR3 6876085037075350912,305.6501298773081,-14.605664987832155,9.023587,8.659262,9.229316,0.9678504,6735.596
1540,Gaia DR3 2985486987846521088,82.04086741508247,-13.567285382737543,9.090826,8.418896,9.604977,1.3967742,5136.732
1541,Gaia DR3 6311081088555169024,219.91579926457243,-14.088642787448903,9.03721,8.575959,9.327349,1.2339107,5859.749
1542,Gaia DR3 2420647214453447296,356.71741268803686,-12.437126929881074,9.033009,8.082548,9.9592495,1.049128,5198.8936
1543,Gaia DR3 5733669572227755904,133.42105660668355,-15.379448583332962,9.016805,8.589755,9.255681,0.9794323,6209.6206
1544,Gaia DR3 4147694585408492544,272.69815057263264,-12.99120690399614,9.02524,8.056466,9.9922905,1.3797367,5114.101
1545,Gaia DR3 5161231692451820416,50.66942570871005,-13.778706546695,9.033495,8.476733,9.417997,0.99513936,5436.467
1546,Gaia DR3 3528511110511614080,188.3887684378745,-12.670134282972404,9.117625,8.7654705,9.316881,0.9234479,6610.961
1547,Gaia DR3 6841948224686429312,324.265168166342,-13.978174179031436,9.103493,8.664613,9.376644,0.8821836,6091.343
1548,Gaia DR3 2952839768901718656,103.38464093586883,-12.296655995091836,9.047446,8.679723,9.2589,1.0397798,6529.091
1549,Gaia DR3 6262867164381769728,240.95457986179102,-15.117038709107943,9.044903,8.521825,9.397167,1.0942097,5560.961
1550,Gaia DR3 2371933557943708416,15.873423523199586,-14.507964195171331,9.063087,8.591538,9.366859,1.0165912,5823.9937
1551,Gaia DR3 3753425418087044992,155.09894710249094,-13.190374745030132,9.097083,8.413403,9.622114,0.97403264,5053.2617
1552,Gaia DR3 4186962273106518912,292.9408798133518,-12.399125416785637,9.032038,8.102588,9.929871,0.9342442,5051.445
1553,Gaia DR3 3180970294020326400,70.94893260784792,-12.294482759668782,9.123761,8.583735,9.496358,0.9489965,5596.687
1554,Gaia DR3 3605254238991497600,205.50788716597145,-15.923917302003549,9.053281,8.587189,9.346594,1.0406675,5848.6035
1555,Gaia DR3 2404628562691753856,343.6063879730837,-15.384420247995635,9.113071,8.43393,9.63107,0.9439219,5129.4478
1556,Gaia DR3 5725088811690158848,122.32561066101626,-14.037338603186424,9.022359,8.384606,9.496931,0.96664417,5004.0703
1557,Gaia DR3 4141920813632784640,259.6010025116622,-12.275635317286872,9.102635,8.234866,9.879064,1.0479057,5212.3623
1558,Gaia DR3 5145812549405124736,36.498081421939176,-15.339979496029247,9.146583,8.663934,9.457515,0.9041317,5769.358
1559,Gaia DR3 3585056897585402624,175.58115304617164,-13.221019944693296,9.027474,8.504981,9.3754635,1.1461054,5643.2676
1560,Gaia DR3 6887313455974255104,311.7867080192566,-14.56737657129891,9.104353,8.553473,9.4827585,1.0426852,5348.5635
1561,Gaia DR3 2994152273344609920,90.28094821819631,-14.291048587792302,9.024368,8.34977,9.536591,1.0314268,5226.428
1562,Gaia DR3 6308199685191836032,228.95976127444067,-14.359329081691053,9.108607,8.383578,9.681662,0.88660175,5124.9893
1563,Gaia DR3 2368552456609447168,6.160076738914947,-15.73793829671088,9.006008,8.562767,9.281554,1.0975723,6001.0645
1564,Gaia DR3 5683148692262391808,141.34767399663968,-15.922154479650077,9.077703,8.6114025,9.3732395,1.1621903,5828.9033
1565,Gaia DR3 4105483238847489408,281.278353423253,-12.799330053158693,9.003739,8.422639,9.411899,1.0225574,5486.1157
1566,Gaia DR3 5109062855010967040,55.72063687667712,-16.0759001557667,9.011378,8.641177,9.226763,0.94426745,6463.9717
1567,Gaia DR3 3512757101750383744,196.35042428510232,-15.100594578459074,9.113886,8.697674,9.363979,1.0516511,6221.13
1568,Gaia DR3 6826216889057637888,333.2781841870345,-16.621883339963873,9.001179,8.655781,9.197885,0.8610611,6718.133
1569,Gaia DR3 3031443756397996160,109.4364731404109,-15.001241553477895,9.022958,8.52481,9.348436,1.0468713,5650.5835
1570,Gaia DR3 4326847055829879424,248.9995773921408,-15.416743953257134,9.041815,8.12635,9.898645,1.0213311,5064.6123
1571,Gaia DR3 2453988358377630720,24.758522724158805,-13.922017862370978,9.124928,8.623126,9.453286,0.87431824,5601.58
1572,Gaia DR3 3749791158495959552,160.45037587826522,-14.708517665016924,9.019229,8.500347,9.369248,1.0295591,5608.4727
1573,Gaia DR3 6877360126966761088,300.19611990382907,-15.724697521529473,9.027869,8.58673,9.298776,0.9394451,6024.342
1574,Gaia DR3 2983046759227365632,77.49911155463494,-16.099094975458478,9.28285,8.784712,9.606175,0.88578624,5645.443
1575,Gaia DR3 6302851935511844096,214.18243405310983,-13.732866749940108,9.019121,8.647344,9.234708,0.9328595,6673.9033
1576,Gaia DR3 2408235755400342656,352.56279533711245,-13.977483859491718,9.009604,8.588744,9.266624,1.1858908,6139.347
1577,Gaia DR3 5709861468997078528,127.9953115690299,-16.885127243528473,9.115925,8.718734,9.337396,1.0201843,6441.467
1578,Gaia DR3 4144859048007602304,267.8253758304067,-16.411225102660037,9.109172,8.533711,9.506318,0.87745976,5357.0737
1579,Gaia DR3 5155884355088596608,45.70796057806776,-14.395767455684686,9.08139,8.611441,9.380344,1.0323595,5790.7764
1580,Gaia DR3 3570051209564620032,183.2332556593049,-14.245360107082254,9.033935,8.351146,9.558853,0.8737953,5329.4355
1581,Gaia DR3 6890644014132659712,320.5643432261765,-13.429217656125816,9.109781,8.670731,9.382678,0.8712848,6011.5366
1582,Gaia DR3 2944977784028359936,96.86404113145093,-15.751672554627786,9.033879,8.302908,9.614157,1.0134208,5407.9653
1583,Gaia DR3 6264845838634448640,232.8266206217069,-15.766591378800523,9.289656,8.855489,9.55258,0.967834,6243.228
1584,Gaia DR3 2372420126198974208,13.370651543264024,-14.852018401699125,9.071507,8.681834,9.304903,0.8969268,6407.7627
1585,Gaia DR3 5684314762998915328,148.73764501903997,-16.759800736772743,9.032759,8.525515,9.367148,0.9902657,5562.7534
1586,Gaia DR3 4087816973176237696,288.450742501255,-16.835171000578054,9.055933,8.410954,9.534672,0.937824,5157.1807
1587,Gaia DR3 3175437036112276864,64.23727783664735,-15.412492755347923,9.301939,8.631117,9.8090315,0.9270516,5397.214
1588,Gaia DR3 3608109803832366336,201.5577683637217,-14.793174936788088,9.149499,8.608028,9.523982,1.0271658,5531.9556
1589,Gaia DR3 2403936286979081472,341.64174368344055,-17.044682856418127,9.052581,8.439941,9.490525,1.0459315,5435.8105
1590,Gaia DR3 5717591688581370496,118.59323069317635,-17.805099367794735,9.062602,8.397876,9.568849,1.1254579,5286.9053
1591,Gaia DR3 4138833243249127040,255.81550338380066,-16.555060559203223,9.124687,8.702481,9.381277,0.94178516,6119.749
1592,Gaia DR3 5144918478948097152,33.84342771220301,-16.07212326337676,9.0340395,8.565323,9.333695,0.8265581,6099.6045
1593,Gaia DR3 3561247145083974656,169.95069109107507,-15.310989359709064,9.014036,8.616467,9.251056,1.1363467,6293.5938
1594,Gaia DR3 6876085037075350912,305.6501298773081,-14.605664987832155,9.023587,8.659262,9.229316,0.9678504,6735.596
1595,Gaia DR3 2972074492176196736,85.25339344007284,-15.38532813770833,9.031822,8.599699,9.293676,1.0060194,6040.463
1596,Gaia DR3 6306613875890976896,223.42340519866016,-16.5129682534275,9.087935,8.561287,9.215126,0.9717484,6121.9067
1597,Gaia DR3 2415406254840283904,358.2101893401184,-16.715247323791584,9.098064,8.775536,9.255262,0.93721205,6876.7583
1598,Gaia DR3 5729383568526824192,136.66866983956876,-16.874163288487406,9.085068,8.750967,9.273032,0.9454232,6717.4907
1599,Gaia DR3 4097197525352363264,274.7817122427149,-17.55960475174272,9.013026,8.616274,9.24507,0.8410408,6430.09
1600,Gaia DR3 5102403452382748672,52.78345467451566,-18.114098552545453,9.159737,8.678662,9.468583,1.0538887,5728.959
1601,Gaia DR3 3517197135861791744,188.4662368041484,-17.859335202848413,9.026647,8.319106,9.583457,0.9212353,5108.1333
1602,Gaia DR3 6838952875838916480,329.20656521818574,-15.6168467004349,9.0051565,8.582678,9.264521,0.92089546,6109.256
1603,Gaia DR3 2933763521339300352,104.31927008639566,-18.242652488271307,9.117096,8.683797,9.383548,1.0884824,6052.346
1604,Gaia DR3 6262867164381769728,240.95457986179102,-15.117038709107943,9.044903,8.521825,9.397167,1.0942097,5560.961
1605,Gaia DR3 2454806498108260096,19.331944077212288,-15.627630975718622,9.270102,8.77896,9.592539,0.91173255,5730.126
1606,Gaia DR3 3748041487602949248,159.08222607175333,-16.20230967744469,9.041065,8.660882,9.2644615,0.9624586,6449.513
1607,Gaia DR3 4181631668934077312,295.72282957632694,-16.44015765916366,9.218195,8.717512,9.551469,1.0373089,5750.496
1608,Gaia DR3 2979993033183058304,74.01023524533235,-17.140007645895988,9.156464,8.395343,9.78073,1.1388682,5040.5835
1609,Gaia DR3 6294867625668161536,209.1116790125584,-16.196196360796744,9.071543,8.5093775,9.464738,0.9497309,5270.587
1610,Gaia DR3 2410277685932023808,346.6642078225606,-14.863566763485922,9.005811,8.515816,9.3229265,0.97031856,5732.105
1611,Gaia DR3 5722248326476097024,126.70120204491923,-15.584234650400383,9.094668,8.423151,9.606937,0.8607957,5174.267
1612,Gaia DR3 4136575984556981120,261.37452146139384,-16.663587999220844,9.012812,8.589407,9.269808,0.91660386,6523.831
1613,Gaia DR3 5132452250472067456,41.24333617988336,-17.78109404211431,9.055704,8.629119,9.310452,1.2071601,6199.9023
1614,Gaia DR3 3543890426327087872,177.26794136529597,-18.508538463573284,9.049484,8.716918,9.235115,0.93588793,6756.1313
1615,Gaia DR3 6882032497329189632,314.9109315950677,-17.466588401735766,9.014609,8.366676,9.496712,1.0329759,5069.789
1616,Gaia DR3 2993020463565198464,91.73735447895208,-15.685009118362926,9.156779,8.532423,9.610482,1.0277063,5157.8887
1617,Gaia DR3 6258677269160600064,231.12266395992503,-16.996074464832986,9.07595,8.658247,9.329301,0.9086667,6142.007
1618,Gaia DR3 2368552456609447168,6.160076738914947,-15.73793829671088,9.006008,8.562767,9.281554,1.0975723,6001.0645
1619,Gaia DR3 5684921452899318528,145.44154789714338,-16.74022852158326,9.152458,8.482145,9.6598835,0.9931726,5074.8965
1620,Gaia DR3 4100936964425770240,283.07656301719584,-15.420982407672536,9.13773,8.64793,9.454151,1.1286677,5722.487
1621,Gaia DR3 5097273925698828416,60.147886058537544,-17.005334212330304,9.032566,8.652735,9.252096,0.9581243,6762.0015
1622,Gaia DR3 3510872916777485184,196.48506367787684,-18.486854784700004,9.175414,8.775401,9.4148855,1.1280516,6692.9385
1623,Gaia DR3 6826216889057637888,333.2781841870345,-16.621883339963873,9.001179,8.655781,9.197885,0.8610611,6718.133
1624,Gaia DR3 3028373919934911616,113.12822622531374,-15.459515961166398,9.034702,8.599565,9.303655,1.0578301,6034.2886
1625,Gaia DR3 4130892677647444864,251.66551248203046,-18.789214746535105,9.252892,8.790374,9.541324,0.9896681,5954.952
1626,Gaia DR3 5140897805443599872,28.481902797665573,-18.99413627279725,9.254389,8.774974,9.564092,0.9317965,5772.605
1627,Gaia DR3 3562423107129031296,165.52969765904248,-16.471585189263735,9.041307,8.580209,9.333966,1.2494925,5881.2256
1628,Gaia DR3 6873624914164047872,302.199699891794,-18.02819381953722,9.021661,8.488295,9.380968,1.1253129,5642.394
1629,Gaia DR3 2969625811061083776,82.03065907269523,-18.659100581015636,9.036141,8.402082,9.500135,1.0831405,5080.2314
1630,Gaia DR3 6286405062626767488,217.697197885435,-16.381743187318758,9.030506,8.347365,9.548983,0.9090012,5535.355
1631,Gaia DR3 2393741271568453120,353.97951078811997,-18.947936829135482,9.053884,8.551992,9.382062,1.1784093,5740.557
1632,Gaia DR3 5733386722861811584,131.23821989370597,-16.018376639263796,9.126181,8.6073265,9.464989,0.95011336,5617.801
1633,Gaia DR3 4095878004004100480,272.1302884006841,-17.72682414496625,9.000036,8.228143,9.636351,1.0764072,5128.3354
1634,Gaia DR3 5104479124177577472,48.229784090591146,-18.43861381160917,9.04491,8.630943,9.2895975,0.97141623,6223.75
1635,Gaia DR3 3519784973916760960,186.13793116747655,-18.243819925640338,9.056245,8.633416,9.315925,1.0476812,6131.711
1636,Gaia DR3 6831785438710833664,322.80344374325404,-18.130364142163305,9.053653,8.415709,9.522416,1.1479003,5082.0337
1637,Gaia DR3 2946928489451914624,99.6425079032779,-16.518161819611073,9.082937,8.381654,9.629747,0.9543269,5051.2812
